year,sex,name,n,rank
1997,B,Matthew,410,1
1997,B,Ryan,381,2
1997,B,James,352,3
1997,B,Conor,312,4
1997,B,Andrew,275,5
1997,B,Jordan,266,6
1997,B,Michael,263,7
1997,B,Jack,259,8
1997,B,David,246,9
1997,B,Adam,236,10
1997,B,Aaron,221,11
1997,B,Daniel,208,12
1997,B,Christopher,204,13
1997,B,Mark,200,14
1997,B,Sean,186,15
1997,B,Thomas,186,15
1997,B,John,182,17
1997,B,Jamie,165,18
1997,B,Patrick,164,19
1997,B,Nathan,154,20
1997,B,Jonathan,145,21
1997,B,Joshua,137,22
1997,B,Dylan,135,23
1997,B,Peter,135,23
1997,B,Stephen,135,23
1997,B,William,131,26
1997,B,Paul,123,27
1997,B,Caolan,117,28
1997,B,Ciaran,113,29
1997,B,Ross,106,30
1997,B,Luke,105,31
1997,B,Kyle,102,32
1997,B,Niall,102,32
1997,B,Callum,99,34
1997,B,Robert,96,35
1997,B,Joseph,95,36
1997,B,Benjamin,92,37
1997,B,Scott,90,38
1997,B,Samuel,89,39
1997,B,Connor,87,40
1997,B,Ben,85,41
1997,B,Jason,82,42
1997,B,Lee,82,42
1997,B,Curtis,80,44
1997,B,Dean,77,45
1997,B,Shane,77,45
1997,B,Gareth,75,47
1997,B,Liam,74,48
1997,B,Martin,71,49
1997,B,Ronan,66,50
1997,B,Philip,65,51
1997,B,Darren,62,52
1997,B,Rory,59,53
1997,B,Declan,58,54
1997,B,Eoin,56,55
1997,B,Ruairi,52,56
1997,B,Gary,51,57
1997,B,Gerard,51,57
1997,B,Steven,50,59
1997,B,Alexander,49,60
1997,B,Brandon,49,60
1997,B,Aidan,48,62
1997,B,Ethan,48,62
1997,B,Jake,47,64
1997,B,Stuart,47,64
1997,B,Cameron,45,66
1997,B,Gavin,45,66
1997,B,Corey,43,68
1997,B,Craig,43,68
1997,B,Anthony,42,70
1997,B,Kevin,42,70
1997,B,Shea,42,70
1997,B,Brendan,41,73
1997,B,Cormac,41,73
1997,B,Brian,40,75
1997,B,Lewis,40,75
1997,B,Reece,40,75
1997,B,Cathal,39,78
1997,B,Owen,39,78
1997,B,Tiarnan,39,78
1997,B,Oisin,37,81
1997,B,Richard,37,81
1997,B,Timothy,36,83
1997,B,Joel,34,84
1997,B,Neil,34,84
1997,B,Rhys,34,84
1997,B,Harry,33,87
1997,B,Darragh,31,88
1997,B,Padraig,31,88
1997,B,Barry,30,90
1997,B,Marc,30,90
1997,B,Conall,28,92
1997,B,Karl,27,93
1997,B,Jacob,25,94
1997,B,Kieran,25,94
1997,B,Colin,24,96
1997,B,Colm,24,96
1997,B,Daire,24,96
1997,B,Simon,24,96
1997,B,Calum,23,100
1997,B,Francis,23,100
1997,B,Oliver,23,100
1997,B,Sam,23,100
1997,B,Bradley,22,104
1997,B,Dillon,22,104
1997,B,Edward,22,104
1997,B,Glenn,22,104
1997,B,Josh,22,104
1997,B,Conal,21,109
1997,B,Eoghan,21,109
1997,B,Jonathon,21,109
1997,B,Tiernan,21,109
1997,B,Marcus,20,113
1997,B,Pearse,20,113
1997,B,Tyler,20,113
1997,B,Kurtis,19,116
1997,B,Nicholas,19,116
1997,B,Dominic,18,118
1997,B,Odhran,18,118
1997,B,Seamus,18,118
1997,B,Charles,17,121
1997,B,Justin,17,121
1997,B,Shaun,17,121
1997,B,Calvin,16,124
1997,B,Daryl,16,124
1997,B,George,16,124
1997,B,Leon,16,124
1997,B,Louis,16,124
1997,B,Alex,15,129
1997,B,Eamon,15,129
1997,B,Emmett,15,129
1997,B,Glen,15,129
1997,B,Ian,15,129
1997,B,Pierce,15,129
1997,B,Shay,15,129
1997,B,Alan,14,136
1997,B,Rian,14,136
1997,B,Stewart,14,136
1997,B,Ashley,13,139
1997,B,Graeme,13,139
1997,B,Johnathan,13,139
1997,B,Oran,13,139
1997,B,Dale,12,143
1997,B,Darryl,12,143
1997,B,Jay,12,143
1997,B,Keith,12,143
1997,B,Lorcan,12,143
1997,B,Micheal,12,143
1997,B,Raymond,12,143
1997,B,Reuben,12,143
1997,B,Stefan,12,143
1997,B,Zachary,12,143
1997,B,Adrian,11,153
1997,B,Aodhan,11,153
1997,B,Brad,11,153
1997,B,Eamonn,11,153
1997,B,Evan,11,153
1997,B,Taylor,11,153
1997,B,Tristan,11,153
1997,B,Carl,10,160
1997,B,Charlie,10,160
1997,B,Damian,10,160
1997,B,Donal,10,160
1997,B,Ewan,10,160
1997,B,Henry,10,160
1997,B,Macauley,10,160
1997,B,Robbie,10,160
1997,B,Tomas,10,160
1997,B,Conan,9,169
1997,B,Damien,9,169
1997,B,Emmet,9,169
1997,B,Eunan,9,169
1997,B,Gerald,9,169
1997,B,Hugh,9,169
1997,B,Jackson,9,169
1997,B,Keelan,9,169
1997,B,Noel,9,169
1997,B,Zak,9,169
1997,B,Alistair,8,179
1997,B,Bryan,8,179
1997,B,Caoimhin,8,179
1997,B,Christian,8,179
1997,B,Cillian,8,179
1997,B,Dara,8,179
1997,B,Dermot,8,179
1997,B,Diarmuid,8,179
1997,B,Fearghal,8,179
1997,B,Joe,8,179
1997,B,Killian,8,179
1997,B,Malachy,8,179
1997,B,Terence,8,179
1997,B,Caleb,7,192
1997,B,Caomhan,7,192
1997,B,Carter,7,192
1997,B,Danny,7,192
1997,B,Deaglan,7,192
1997,B,Enda,7,192
1997,B,Finbar,7,192
1997,B,Fintan,7,192
1997,B,Graham,7,192
1997,B,Grant,7,192
1997,B,Jordon,7,192
1997,B,Kealan,7,192
1997,B,Kenneth,7,192
1997,B,Lucas,7,192
1997,B,Tom,7,192
1997,B,Tony,7,192
1997,B,Tyrone,7,192
1997,B,Warren,7,192
1997,B,Bailey,6,210
1997,B,Cahir,6,210
1997,B,Christy,6,210
1997,B,Conchur,6,210
1997,B,Fergal,6,210
1997,B,Fionntan,6,210
1997,B,Isaac,6,210
1997,B,Jarlath,6,210
1997,B,Jon,6,210
1997,B,Kelvin,6,210
1997,B,Kristian,6,210
1997,B,Logan,6,210
1997,B,Max,6,210
1997,B,Peadar,6,210
1997,B,Pearce,6,210
1997,B,Phillip,6,210
1997,B,Travis,6,210
1997,B,Alastair,5,227
1997,B,Albert,5,227
1997,B,Anton,5,227
1997,B,Blaine,5,227
1997,B,Blake,5,227
1997,B,Callan,5,227
1997,B,Che,5,227
1997,B,Cory,5,227
1997,B,Fergus,5,227
1997,B,Gabriel,5,227
1997,B,Garrett,5,227
1997,B,Gregory,5,227
1997,B,Jude,5,227
1997,B,Kristopher,5,227
1997,B,Lloyd,5,227
1997,B,Mitchell,5,227
1997,B,Morgan,5,227
1997,B,Myles,5,227
1997,B,Piaras,5,227
1997,B,Robin,5,227
1997,B,Troy,5,227
1997,B,Angus,4,248
1997,B,Arron,4,248
1997,B,Brett,4,248
1997,B,Cahal,4,248
1997,B,Cal,4,248
1997,B,Colum,4,248
1997,B,Conrad,4,248
1997,B,Darrell,4,248
1997,B,Dennis,4,248
1997,B,Desmond,4,248
1997,B,Duncan,4,248
1997,B,Euan,4,248
1997,B,Eugene,4,248
1997,B,Jeffrey,4,248
1997,B,Kurt,4,248
1997,B,Manus,4,248
1997,B,Nathaniel,4,248
1997,B,Sean-Paul,4,248
1997,B,Tobias,4,248
1997,B,Trevor,4,248
1997,B,Vincent,4,248
1997,B,Wayne,4,248
1997,B,Zach,4,248
1997,B,Aedan,3,271
1997,B,Aiden,3,271
1997,B,Alister,3,271
1997,B,Antoin,3,271
1997,B,Arran,3,271
1997,B,Bailie,3,271
1997,B,Benn,3,271
1997,B,Bernard,3,271
1997,B,Breandan,3,271
1997,B,Cailum,3,271
1997,B,Caolain,3,271
1997,B,Chris,3,271
1997,B,Christie,3,271
1997,B,Cianan,3,271
1997,B,Clark,3,271
1997,B,Clifford,3,271
1997,B,Cody,3,271
1997,B,Conn,3,271
1997,B,Deane,3,271
1997,B,Domhnall,3,271
1997,B,Don,3,271
1997,B,Elliot,3,271
1997,B,Eric,3,271
1997,B,Feargal,3,271
1997,B,Finn,3,271
1997,B,Frazer,3,271
1997,B,Geoffrey,3,271
1997,B,Giles,3,271
1997,B,Gordon,3,271
1997,B,Hamish,3,271
1997,B,Harvey,3,271
1997,B,Hayden,3,271
1997,B,Iain,3,271
1997,B,Jaime,3,271
1997,B,Jared,3,271
1997,B,Jesse,3,271
1997,B,Johnny,3,271
1997,B,Kane,3,271
1997,B,Kirk,3,271
1997,B,Leo,3,271
1997,B,Lyndon,3,271
1997,B,Mairtin,3,271
1997,B,Malcolm,3,271
1997,B,Marco,3,271
1997,B,Mitchel,3,271
1997,B,Naoise,3,271
1997,B,Nigel,3,271
1997,B,Omar,3,271
1997,B,Padraic,3,271
1997,B,Pauric,3,271
1997,B,Rohan,3,271
1997,B,Rowan,3,271
1997,B,Roy,3,271
1997,B,Ruari,3,271
1997,B,Russell,3,271
1997,B,Saul,3,271
1997,B,Scot,3,271
1997,B,Toby,3,271
1997,B,Zac,3,271
1998,B,Matthew,429,1
1998,B,Ryan,346,2
1998,B,James,326,3
1998,B,Jack,292,4
1998,B,Conor,271,5
1998,B,Adam,251,6
1998,B,Jordan,251,6
1998,B,Michael,240,8
1998,B,David,232,9
1998,B,Christopher,215,10
1998,B,Andrew,211,11
1998,B,Daniel,204,12
1998,B,Aaron,203,13
1998,B,Thomas,198,14
1998,B,Joshua,181,15
1998,B,Sean,157,16
1998,B,Mark,151,17
1998,B,Nathan,149,18
1998,B,Dylan,148,19
1998,B,Jonathan,147,20
1998,B,Stephen,144,21
1998,B,Peter,138,22
1998,B,Jamie,136,23
1998,B,John,134,24
1998,B,Patrick,130,25
1998,B,Ciaran,119,26
1998,B,Niall,119,26
1998,B,Callum,105,28
1998,B,Caolan,104,29
1998,B,Kyle,102,30
1998,B,William,99,31
1998,B,Luke,98,32
1998,B,Cameron,97,33
1998,B,Samuel,96,34
1998,B,Connor,95,35
1998,B,Jason,94,36
1998,B,Eoin,93,37
1998,B,Paul,93,37
1998,B,Ben,86,39
1998,B,Scott,85,40
1998,B,Ross,84,41
1998,B,Robert,82,42
1998,B,Benjamin,81,43
1998,B,Ethan,78,44
1998,B,Shane,77,45
1998,B,Curtis,75,46
1998,B,Joseph,75,46
1998,B,Ronan,73,48
1998,B,Reece,71,49
1998,B,Lee,64,50
1998,B,Dean,60,51
1998,B,Alexander,59,52
1998,B,Jake,59,52
1998,B,Lewis,58,54
1998,B,Steven,58,54
1998,B,Darren,56,56
1998,B,Owen,56,56
1998,B,Declan,55,58
1998,B,Oisin,55,58
1998,B,Gareth,53,60
1998,B,Kevin,53,60
1998,B,Rory,53,60
1998,B,Ruairi,50,63
1998,B,Brandon,48,64
1998,B,Liam,47,65
1998,B,Martin,47,65
1998,B,Philip,46,67
1998,B,Bradley,44,68
1998,B,Harry,44,68
1998,B,Shea,44,68
1998,B,Tiarnan,43,71
1998,B,Oran,42,72
1998,B,Aidan,41,73
1998,B,Marc,41,73
1998,B,Corey,40,75
1998,B,Gerard,39,76
1998,B,Conall,38,77
1998,B,Cormac,38,77
1998,B,Craig,38,77
1998,B,Eoghan,38,77
1998,B,Jacob,38,77
1998,B,Odhran,38,77
1998,B,Gary,37,83
1998,B,Rhys,37,83
1998,B,Stuart,37,83
1998,B,Brendan,35,86
1998,B,Joel,33,87
1998,B,Anthony,31,88
1998,B,Richard,30,89
1998,B,Kieran,28,90
1998,B,Brian,27,91
1998,B,Sam,27,91
1998,B,Charles,26,93
1998,B,Darragh,26,93
1998,B,Eamon,26,93
1998,B,Tyler,26,93
1998,B,Josh,25,97
1998,B,Cathal,24,98
1998,B,Calvin,23,99
1998,B,George,23,99
1998,B,Neil,23,99
1998,B,Pearse,23,99
1998,B,Simon,23,99
1998,B,Calum,22,104
1998,B,Karl,22,104
1998,B,Marcus,22,104
1998,B,Micheal,22,104
1998,B,Morgan,22,104
1998,B,Taylor,21,109
1998,B,Timothy,21,109
1998,B,Dale,20,111
1998,B,Edward,20,111
1998,B,Gavin,20,111
1998,B,Justin,20,111
1998,B,Padraig,20,111
1998,B,Tiernan,19,116
1998,B,Alan,18,117
1998,B,Daire,18,117
1998,B,Donal,18,117
1998,B,Jay,18,117
1998,B,Nicholas,18,117
1998,B,Aodhan,17,122
1998,B,Dillon,17,122
1998,B,Pierce,17,122
1998,B,Caleb,16,125
1998,B,Conal,16,125
1998,B,Glenn,16,125
1998,B,Louis,16,125
1998,B,Stewart,16,125
1998,B,Barry,15,130
1998,B,Carl,15,130
1998,B,Colin,15,130
1998,B,Jude,15,130
1998,B,Keelan,15,130
1998,B,Lorcan,15,130
1998,B,Shaun,15,130
1998,B,Caoimhin,14,137
1998,B,Emmet,14,137
1998,B,Graham,14,137
1998,B,Hugh,14,137
1998,B,Oliver,14,137
1998,B,Rian,14,137
1998,B,Travis,14,137
1998,B,Christian,13,144
1998,B,Emmett,13,144
1998,B,Jonathon,13,144
1998,B,Shay,13,144
1998,B,Tom,13,144
1998,B,Tony,13,144
1998,B,Bailey,12,150
1998,B,Charlie,12,150
1998,B,Conan,12,150
1998,B,Dermot,12,150
1998,B,Eamonn,12,150
1998,B,Ewan,12,150
1998,B,Kurtis,12,150
1998,B,Stefan,12,150
1998,B,Carter,11,158
1998,B,Fintan,11,158
1998,B,Henry,11,158
1998,B,Raymond,11,158
1998,B,Seamus,11,158
1998,B,Alex,10,163
1998,B,Bernard,10,163
1998,B,Dara,10,163
1998,B,Daryl,10,163
1998,B,Fergal,10,163
1998,B,Glen,10,163
1998,B,Max,10,163
1998,B,Robbie,10,163
1998,B,Tyrone,10,163
1998,B,Cahir,9,172
1998,B,Cillian,9,172
1998,B,Colm,9,172
1998,B,Darryl,9,172
1998,B,Dominic,9,172
1998,B,Francis,9,172
1998,B,Leon,9,172
1998,B,Robin,9,172
1998,B,Tristan,9,172
1998,B,Zachary,9,172
1998,B,Alastair,8,182
1998,B,Ashley,8,182
1998,B,Bryan,8,182
1998,B,Cian,8,182
1998,B,Damien,8,182
1998,B,Euan,8,182
1998,B,Ian,8,182
1998,B,Reuben,8,182
1998,B,Blake,7,190
1998,B,Brad,7,190
1998,B,Brett,7,190
1998,B,Cain,7,190
1998,B,Corrie,7,190
1998,B,Diarmuid,7,190
1998,B,Eunan,7,190
1998,B,Evan,7,190
1998,B,Isaac,7,190
1998,B,Jackson,7,190
1998,B,Jordon,7,190
1998,B,Kane,7,190
1998,B,Kealan,7,190
1998,B,Leo,7,190
1998,B,Mathew,7,190
1998,B,Pearce,7,190
1998,B,Regan,7,190
1998,B,Allan,6,207
1998,B,Caomhan,6,207
1998,B,Cathair,6,207
1998,B,Danny,6,207
1998,B,Drew,6,207
1998,B,Eugene,6,207
1998,B,Fearghal,6,207
1998,B,Fionntan,6,207
1998,B,Johnathan,6,207
1998,B,Mitchell,6,207
1998,B,Noel,6,207
1998,B,Rowan,6,207
1998,B,Tomas,6,207
1998,B,Zak,6,207
1998,B,Adrian,5,221
1998,B,Alistair,5,221
1998,B,Angus,5,221
1998,B,Callan,5,221
1998,B,Caolin,5,221
1998,B,Damian,5,221
1998,B,Darrell,5,221
1998,B,Diarmaid,5,221
1998,B,Duncan,5,221
1998,B,Gerald,5,221
1998,B,Iain,5,221
1998,B,Jerome,5,221
1998,B,Joe,5,221
1998,B,Keith,5,221
1998,B,Kenneth,5,221
1998,B,Nathaniel,5,221
1998,B,Terence,5,221
1998,B,Troy,5,221
1998,B,Vincent,5,221
1998,B,Aran,4,240
1998,B,Billy,4,240
1998,B,Blain,4,240
1998,B,Blaine,4,240
1998,B,Breandan,4,240
1998,B,Brogan,4,240
1998,B,Conaill,4,240
1998,B,Conchur,4,240
1998,B,Conn,4,240
1998,B,Connell,4,240
1998,B,Cory,4,240
1998,B,Dane,4,240
1998,B,Feargal,4,240
1998,B,Fergus,4,240
1998,B,Finn,4,240
1998,B,Frazer,4,240
1998,B,Garth,4,240
1998,B,Grant,4,240
1998,B,Hamish,4,240
1998,B,Hayden,4,240
1998,B,Jarlath,4,240
1998,B,Johnny,4,240
1998,B,John-Paul,4,240
1998,B,Lachlan,4,240
1998,B,Logan,4,240
1998,B,Malachy,4,240
1998,B,Mason,4,240
1998,B,Phelim,4,240
1998,B,Piaras,4,240
1998,B,Turlough,4,240
1998,B,Wesley,4,240
1998,B,Zach,4,240
1998,B,Aiden,3,272
1998,B,Allister,3,272
1998,B,Anton,3,272
1998,B,Antony,3,272
1998,B,Aron,3,272
1998,B,Bobby,3,272
1998,B,Bruce,3,272
1998,B,Cailean,3,272
1998,B,Chris,3,272
1998,B,Clayton,3,272
1998,B,Cody,3,272
1998,B,Connaire,3,272
1998,B,Daragh,3,272
1998,B,Deaglan,3,272
1998,B,Deane,3,272
1998,B,Denis,3,272
1998,B,Denver,3,272
1998,B,Derek,3,272
1998,B,Devin,3,272
1998,B,Dion,3,272
1998,B,Donovan,3,272
1998,B,Dylon,3,272
1998,B,Elliot,3,272
1998,B,Frederick,3,272
1998,B,Gabriel,3,272
1998,B,Garbhan,3,272
1998,B,Garry,3,272
1998,B,Gearoid,3,272
1998,B,Glyn,3,272
1998,B,Jacques,3,272
1998,B,Jaimie,3,272
1998,B,Jody,3,272
1998,B,Jon,3,272
1998,B,Jordan-Lee,3,272
1998,B,Kai,3,272
1998,B,Kalem,3,272
1998,B,Kalvin,3,272
1998,B,Kieron,3,272
1998,B,Killian,3,272
1998,B,Kristian,3,272
1998,B,Kristopher,3,272
1998,B,Laurence,3,272
1998,B,Lloyd,3,272
1998,B,Lucas,3,272
1998,B,Macaulay,3,272
1998,B,Macauley,3,272
1998,B,Manus,3,272
1998,B,Mathieu,3,272
1998,B,Myles,3,272
1998,B,Naoise,3,272
1998,B,Nigel,3,272
1998,B,Noah,3,272
1998,B,Pauric,3,272
1998,B,Phillip,3,272
1998,B,Riain,3,272
1998,B,Roy,3,272
1998,B,Ruari,3,272
1998,B,Se,3,272
1998,B,Seanan,3,272
1998,B,Tighearnan,3,272
1998,B,Toby,3,272
1998,B,Warren,3,272
1998,B,Zack,3,272
1999,B,Matthew,410,1
1999,B,Ryan,358,2
1999,B,James,352,3
1999,B,Jack,345,4
1999,B,Adam,304,5
1999,B,Conor,267,6
1999,B,Michael,243,7
1999,B,Jordan,226,8
1999,B,Daniel,213,9
1999,B,Aaron,199,10
1999,B,David,182,11
1999,B,Mark,174,12
1999,B,Thomas,173,13
1999,B,Andrew,172,14
1999,B,Dylan,164,15
1999,B,Jamie,154,16
1999,B,Nathan,150,17
1999,B,Christopher,141,18
1999,B,Joshua,141,18
1999,B,Sean,141,18
1999,B,John,137,21
1999,B,Patrick,129,22
1999,B,Luke,126,23
1999,B,Callum,116,24
1999,B,Peter,112,25
1999,B,Stephen,112,25
1999,B,Ciaran,110,27
1999,B,Niall,110,27
1999,B,William,109,29
1999,B,Ben,101,30
1999,B,Ronan,101,30
1999,B,Caolan,99,32
1999,B,Paul,99,32
1999,B,Cameron,98,34
1999,B,Ethan,98,34
1999,B,Liam,97,36
1999,B,Ross,96,37
1999,B,Eoin,95,38
1999,B,Jonathan,94,39
1999,B,Benjamin,93,40
1999,B,Scott,93,40
1999,B,Kyle,86,42
1999,B,Samuel,84,43
1999,B,Joseph,80,44
1999,B,Lewis,76,45
1999,B,Connor,74,46
1999,B,Owen,74,46
1999,B,Robert,73,48
1999,B,Jake,71,49
1999,B,Odhran,71,49
1999,B,Jason,70,51
1999,B,Reece,70,51
1999,B,Oisin,65,53
1999,B,Alexander,63,54
1999,B,Curtis,62,55
1999,B,Ruairi,56,56
1999,B,Oran,55,57
1999,B,Rory,54,58
1999,B,Darren,52,59
1999,B,Shane,50,60
1999,B,Kevin,49,61
1999,B,Lee,49,61
1999,B,Padraig,49,61
1999,B,Dean,47,64
1999,B,Harry,47,64
1999,B,Rhys,47,64
1999,B,Gareth,45,67
1999,B,Shea,45,67
1999,B,Tiarnan,45,67
1999,B,Brandon,42,70
1999,B,Joel,41,71
1999,B,Philip,41,71
1999,B,Aidan,40,73
1999,B,Martin,40,73
1999,B,Tyler,39,75
1999,B,Sam,37,76
1999,B,Conall,36,77
1999,B,Cormac,36,77
1999,B,Richard,36,77
1999,B,Tiernan,36,77
1999,B,Craig,35,81
1999,B,Anthony,33,82
1999,B,Declan,33,82
1999,B,Josh,33,82
1999,B,Steven,33,82
1999,B,Eoghan,32,86
1999,B,Brendan,31,87
1999,B,Corey,31,87
1999,B,Gavin,31,87
1999,B,Brian,30,90
1999,B,Timothy,30,90
1999,B,Bradley,29,92
1999,B,Morgan,29,92
1999,B,Stuart,29,92
1999,B,Gerard,28,95
1999,B,Jacob,28,95
1999,B,Gary,27,97
1999,B,Jay,27,97
1999,B,Cathal,26,99
1999,B,Darragh,26,99
1999,B,Marc,26,99
1999,B,Calum,25,102
1999,B,Oliver,25,102
1999,B,Kieran,23,104
1999,B,Calvin,22,105
1999,B,Simon,22,105
1999,B,Alan,21,107
1999,B,Alex,21,107
1999,B,Ewan,21,107
1999,B,Karl,21,107
1999,B,Francis,20,111
1999,B,Aodhan,19,112
1999,B,Charlie,19,112
1999,B,Tom,19,112
1999,B,Charles,18,115
1999,B,Daire,18,115
1999,B,Lorcan,18,115
1999,B,Emmet,17,118
1999,B,Ian,17,118
1999,B,Seamus,17,118
1999,B,Taylor,17,118
1999,B,Dillon,16,122
1999,B,Micheal,16,122
1999,B,Nicholas,16,122
1999,B,Shaun,16,122
1999,B,Barry,15,126
1999,B,Christian,15,126
1999,B,Eamon,15,126
1999,B,Glenn,15,126
1999,B,Henry,15,126
1999,B,Neil,15,126
1999,B,Reuben,15,126
1999,B,Robbie,15,126
1999,B,Damien,14,134
1999,B,Eamonn,14,134
1999,B,George,14,134
1999,B,Louis,14,134
1999,B,Marcus,14,134
1999,B,Pearse,14,134
1999,B,Bailey,13,140
1999,B,Colm,13,140
1999,B,Donal,13,140
1999,B,Hugh,13,140
1999,B,Justin,13,140
1999,B,Caoimhin,12,145
1999,B,Carl,12,145
1999,B,Colin,12,145
1999,B,Conan,12,145
1999,B,Dara,12,145
1999,B,Leon,12,145
1999,B,Tomas,12,145
1999,B,Caleb,11,152
1999,B,Conal,11,152
1999,B,Diarmuid,11,152
1999,B,Edward,11,152
1999,B,Jarlath,11,152
1999,B,Stewart,11,152
1999,B,Dale,10,158
1999,B,Daryl,10,158
1999,B,Emmett,10,158
1999,B,Fintan,10,158
1999,B,Isaac,10,158
1999,B,Jordon,10,158
1999,B,Jude,10,158
1999,B,Keelan,10,158
1999,B,Shay,10,158
1999,B,Troy,10,158
1999,B,Adrian,9,168
1999,B,Blake,9,168
1999,B,Brad,9,168
1999,B,Cory,9,168
1999,B,Euan,9,168
1999,B,Evan,9,168
1999,B,Graham,9,168
1999,B,Harrison,9,168
1999,B,Jackson,9,168
1999,B,Jonathon,9,168
1999,B,Kane,9,168
1999,B,Keith,9,168
1999,B,Max,9,168
1999,B,Noel,9,168
1999,B,Peadar,9,168
1999,B,Rian,9,168
1999,B,Stefan,9,168
1999,B,Zachary,9,168
1999,B,Angus,8,186
1999,B,Ashley,8,186
1999,B,Carter,8,186
1999,B,Cathair,8,186
1999,B,Darryl,8,186
1999,B,Dominic,8,186
1999,B,Eugene,8,186
1999,B,Fearghal,8,186
1999,B,Kurtis,8,186
1999,B,Lucas,8,186
1999,B,Saul,8,186
1999,B,Tony,8,186
1999,B,Tristan,8,186
1999,B,Alastair,7,199
1999,B,Breandan,7,199
1999,B,Cian,7,199
1999,B,Domhnall,7,199
1999,B,Fergus,7,199
1999,B,Joe,7,199
1999,B,Jonah,7,199
1999,B,Pearce,7,199
1999,B,Pierce,7,199
1999,B,Robin,7,199
1999,B,Zach,7,199
1999,B,Cain,6,210
1999,B,Che,6,210
1999,B,Dion,6,210
1999,B,Gabriel,6,210
1999,B,Kai,6,210
1999,B,Kelvin,6,210
1999,B,Pauric,6,210
1999,B,Travis,6,210
1999,B,Turlough,6,210
1999,B,Zak,6,210
1999,B,Anton,5,220
1999,B,Blaine,5,220
1999,B,Cai,5,220
1999,B,Cianan,5,220
1999,B,Cillian,5,220
1999,B,Damian,5,220
1999,B,Dermot,5,220
1999,B,Fergal,5,220
1999,B,Finn,5,220
1999,B,Gerald,5,220
1999,B,Keelin,5,220
1999,B,Malachy,5,220
1999,B,Mitchell,5,220
1999,B,Nigel,5,220
1999,B,Phillip,5,220
1999,B,Raymond,5,220
1999,B,Regan,5,220
1999,B,Trevor,5,220
1999,B,Vincent,5,220
1999,B,Warren,5,220
1999,B,Zack,5,220
1999,B,Aiden,4,241
1999,B,Alistair,4,241
1999,B,Bailie,4,241
1999,B,Billy,4,241
1999,B,Brett,4,241
1999,B,Brogan,4,241
1999,B,Bryan,4,241
1999,B,Caelan,4,241
1999,B,Cahir,4,241
1999,B,Caomhan,4,241
1999,B,Cathaoir,4,241
1999,B,Conaire,4,241
1999,B,Daithi,4,241
1999,B,Deaglan,4,241
1999,B,Desmond,4,241
1999,B,Douglas,4,241
1999,B,Drew,4,241
1999,B,Fionn,4,241
1999,B,Glen,4,241
1999,B,Johnathan,4,241
1999,B,Jon,4,241
1999,B,Jordan-Lee,4,241
1999,B,Kealan,4,241
1999,B,Keenan,4,241
1999,B,Kenneth,4,241
1999,B,Leigh,4,241
1999,B,Leo,4,241
1999,B,Levi,4,241
1999,B,Manus,4,241
1999,B,Micah,4,241
1999,B,Mohammad,4,241
1999,B,Nathaniel,4,241
1999,B,Nicolas,4,241
1999,B,Sean-Paul,4,241
1999,B,Terence,4,241
1999,B,Wayne,4,241
1999,B,Andy,3,277
1999,B,Antoin,3,277
1999,B,Aron,3,277
1999,B,Bernard,3,277
1999,B,Brooklyn,3,277
1999,B,Bruce,3,277
1999,B,Cailean,3,277
1999,B,Callan,3,277
1999,B,Caolin,3,277
1999,B,Cody,3,277
1999,B,Conn,3,277
1999,B,Connaire,3,277
1999,B,Connell,3,277
1999,B,Connlaoth,3,277
1999,B,Corin,3,277
1999,B,Damon,3,277
1999,B,Danny,3,277
1999,B,Daragh,3,277
1999,B,Dawson,3,277
1999,B,Dennis,3,277
1999,B,Denver,3,277
1999,B,Devon,3,277
1999,B,Elijah,3,277
1999,B,Elliott,3,277
1999,B,Enda,3,277
1999,B,Finley,3,277
1999,B,Fionntan,3,277
1999,B,Frazer,3,277
1999,B,Frederick,3,277
1999,B,Garth,3,277
1999,B,Gordon,3,277
1999,B,Grant,3,277
1999,B,Gregor,3,277
1999,B,Gregory,3,277
1999,B,Guy,3,277
1999,B,Jackie,3,277
1999,B,John-Paul,3,277
1999,B,Kel,3,277
1999,B,Kelan,3,277
1999,B,Killian,3,277
1999,B,Kris,3,277
1999,B,Kristian,3,277
1999,B,Martyn,3,277
1999,B,Miceal,3,277
1999,B,Mohammed,3,277
1999,B,Myles,3,277
1999,B,Noah,3,277
1999,B,Orrin,3,277
1999,B,Oscar,3,277
1999,B,Phelim,3,277
1999,B,Pol,3,277
1999,B,Reese,3,277
1999,B,Rowan,3,277
1999,B,Sebastian,3,277
1999,B,Tommy,3,277
1999,B,Ultan,3,277
1999,B,Victor,3,277
1999,B,Zac,3,277
2000,B,Matthew,345,1
2000,B,Jack,338,2
2000,B,Ryan,315,3
2000,B,James,294,4
2000,B,Adam,276,5
2000,B,Conor,206,6
2000,B,Jordan,192,7
2000,B,Aaron,184,8
2000,B,Daniel,184,8
2000,B,Dylan,169,10
2000,B,Michael,169,10
2000,B,Thomas,163,12
2000,B,David,157,13
2000,B,Joshua,157,13
2000,B,Nathan,152,15
2000,B,Andrew,151,16
2000,B,Christopher,149,17
2000,B,Jamie,148,18
2000,B,Ethan,147,19
2000,B,Ben,136,20
2000,B,Sean,136,20
2000,B,Mark,133,22
2000,B,Patrick,129,23
2000,B,Luke,119,24
2000,B,Callum,117,25
2000,B,John,117,25
2000,B,William,104,27
