year,sex,name,n,rank,nation
1997,M,Matthew,410,1,Northern Ireland
1997,M,Ryan,381,2,Northern Ireland
1997,M,James,352,3,Northern Ireland
1997,M,Conor,312,4,Northern Ireland
1997,M,Andrew,275,5,Northern Ireland
1997,M,Jordan,266,6,Northern Ireland
1997,M,Michael,263,7,Northern Ireland
1997,M,Jack,259,8,Northern Ireland
1997,M,David,246,9,Northern Ireland
1997,M,Adam,236,10,Northern Ireland
1997,M,Aaron,221,11,Northern Ireland
1997,M,Daniel,208,12,Northern Ireland
1997,M,Christopher,204,13,Northern Ireland
1997,M,Mark,200,14,Northern Ireland
1997,M,Sean,186,15,Northern Ireland
1997,M,Thomas,186,15,Northern Ireland
1997,M,John,182,17,Northern Ireland
1997,M,Jamie,165,18,Northern Ireland
1997,M,Patrick,164,19,Northern Ireland
1997,M,Nathan,154,20,Northern Ireland
1997,M,Jonathan,145,21,Northern Ireland
1997,M,Joshua,137,22,Northern Ireland
1997,M,Dylan,135,23,Northern Ireland
1997,M,Peter,135,23,Northern Ireland
1997,M,Stephen,135,23,Northern Ireland
1997,M,William,131,26,Northern Ireland
1997,M,Paul,123,27,Northern Ireland
1997,M,Caolan,117,28,Northern Ireland
1997,M,Ciaran,113,29,Northern Ireland
1997,M,Ross,106,30,Northern Ireland
1997,M,Luke,105,31,Northern Ireland
1997,M,Kyle,102,32,Northern Ireland
1997,M,Niall,102,32,Northern Ireland
1997,M,Callum,99,34,Northern Ireland
1997,M,Robert,96,35,Northern Ireland
1997,M,Joseph,95,36,Northern Ireland
1997,M,Benjamin,92,37,Northern Ireland
1997,M,Scott,90,38,Northern Ireland
1997,M,Samuel,89,39,Northern Ireland
1997,M,Connor,87,40,Northern Ireland
1997,M,Ben,85,41,Northern Ireland
1997,M,Jason,82,42,Northern Ireland
1997,M,Lee,82,42,Northern Ireland
1997,M,Curtis,80,44,Northern Ireland
1997,M,Dean,77,45,Northern Ireland
1997,M,Shane,77,45,Northern Ireland
1997,M,Gareth,75,47,Northern Ireland
1997,M,Liam,74,48,Northern Ireland
1997,M,Martin,71,49,Northern Ireland
1997,M,Ronan,66,50,Northern Ireland
1997,M,Philip,65,51,Northern Ireland
1997,M,Darren,62,52,Northern Ireland
1997,M,Rory,59,53,Northern Ireland
1997,M,Declan,58,54,Northern Ireland
1997,M,Eoin,56,55,Northern Ireland
1997,M,Ruairi,52,56,Northern Ireland
1997,M,Gary,51,57,Northern Ireland
1997,M,Gerard,51,57,Northern Ireland
1997,M,Steven,50,59,Northern Ireland
1997,M,Alexander,49,60,Northern Ireland
1997,M,Brandon,49,60,Northern Ireland
1997,M,Aidan,48,62,Northern Ireland
1997,M,Ethan,48,62,Northern Ireland
1997,M,Jake,47,64,Northern Ireland
1997,M,Stuart,47,64,Northern Ireland
1997,M,Cameron,45,66,Northern Ireland
1997,M,Gavin,45,66,Northern Ireland
1997,M,Corey,43,68,Northern Ireland
1997,M,Craig,43,68,Northern Ireland
1997,M,Anthony,42,70,Northern Ireland
1997,M,Kevin,42,70,Northern Ireland
1997,M,Shea,42,70,Northern Ireland
1997,M,Brendan,41,73,Northern Ireland
1997,M,Cormac,41,73,Northern Ireland
1997,M,Brian,40,75,Northern Ireland
1997,M,Lewis,40,75,Northern Ireland
1997,M,Reece,40,75,Northern Ireland
1997,M,Cathal,39,78,Northern Ireland
1997,M,Owen,39,78,Northern Ireland
1997,M,Tiarnan,39,78,Northern Ireland
1997,M,Oisin,37,81,Northern Ireland
1997,M,Richard,37,81,Northern Ireland
1997,M,Timothy,36,83,Northern Ireland
1997,M,Joel,34,84,Northern Ireland
1997,M,Neil,34,84,Northern Ireland
1997,M,Rhys,34,84,Northern Ireland
1997,M,Harry,33,87,Northern Ireland
1997,M,Darragh,31,88,Northern Ireland
1997,M,Padraig,31,88,Northern Ireland
1997,M,Barry,30,90,Northern Ireland
1997,M,Marc,30,90,Northern Ireland
1997,M,Conall,28,92,Northern Ireland
1997,M,Karl,27,93,Northern Ireland
1997,M,Jacob,25,94,Northern Ireland
1997,M,Kieran,25,94,Northern Ireland
1997,M,Colin,24,96,Northern Ireland
1997,M,Colm,24,96,Northern Ireland
1997,M,Daire,24,96,Northern Ireland
1997,M,Simon,24,96,Northern Ireland
1997,M,Calum,23,100,Northern Ireland
1997,M,Francis,23,100,Northern Ireland
1997,M,Oliver,23,100,Northern Ireland
1997,M,Sam,23,100,Northern Ireland
1997,M,Bradley,22,104,Northern Ireland
1997,M,Dillon,22,104,Northern Ireland
1997,M,Edward,22,104,Northern Ireland
1997,M,Glenn,22,104,Northern Ireland
1997,M,Josh,22,104,Northern Ireland
1997,M,Conal,21,109,Northern Ireland
1997,M,Eoghan,21,109,Northern Ireland
1997,M,Jonathon,21,109,Northern Ireland
1997,M,Tiernan,21,109,Northern Ireland
1997,M,Marcus,20,113,Northern Ireland
1997,M,Pearse,20,113,Northern Ireland
1997,M,Tyler,20,113,Northern Ireland
1997,M,Kurtis,19,116,Northern Ireland
1997,M,Nicholas,19,116,Northern Ireland
1997,M,Dominic,18,118,Northern Ireland
1997,M,Odhran,18,118,Northern Ireland
1997,M,Seamus,18,118,Northern Ireland
1997,M,Charles,17,121,Northern Ireland
1997,M,Justin,17,121,Northern Ireland
1997,M,Shaun,17,121,Northern Ireland
1997,M,Calvin,16,124,Northern Ireland
1997,M,Daryl,16,124,Northern Ireland
1997,M,George,16,124,Northern Ireland
1997,M,Leon,16,124,Northern Ireland
1997,M,Louis,16,124,Northern Ireland
1997,M,Alex,15,129,Northern Ireland
1997,M,Eamon,15,129,Northern Ireland
1997,M,Emmett,15,129,Northern Ireland
1997,M,Glen,15,129,Northern Ireland
1997,M,Ian,15,129,Northern Ireland
1997,M,Pierce,15,129,Northern Ireland
1997,M,Shay,15,129,Northern Ireland
1997,M,Alan,14,136,Northern Ireland
1997,M,Rian,14,136,Northern Ireland
1997,M,Stewart,14,136,Northern Ireland
1997,M,Ashley,13,139,Northern Ireland
1997,M,Graeme,13,139,Northern Ireland
1997,M,Johnathan,13,139,Northern Ireland
1997,M,Oran,13,139,Northern Ireland
1997,M,Dale,12,143,Northern Ireland
1997,M,Darryl,12,143,Northern Ireland
1997,M,Jay,12,143,Northern Ireland
1997,M,Keith,12,143,Northern Ireland
1997,M,Lorcan,12,143,Northern Ireland
1997,M,Micheal,12,143,Northern Ireland
1997,M,Raymond,12,143,Northern Ireland
1997,M,Reuben,12,143,Northern Ireland
1997,M,Stefan,12,143,Northern Ireland
1997,M,Zachary,12,143,Northern Ireland
1997,M,Adrian,11,153,Northern Ireland
1997,M,Aodhan,11,153,Northern Ireland
1997,M,Brad,11,153,Northern Ireland
1997,M,Eamonn,11,153,Northern Ireland
1997,M,Evan,11,153,Northern Ireland
1997,M,Taylor,11,153,Northern Ireland
1997,M,Tristan,11,153,Northern Ireland
1997,M,Carl,10,160,Northern Ireland
1997,M,Charlie,10,160,Northern Ireland
1997,M,Damian,10,160,Northern Ireland
1997,M,Donal,10,160,Northern Ireland
1997,M,Ewan,10,160,Northern Ireland
1997,M,Henry,10,160,Northern Ireland
1997,M,Macauley,10,160,Northern Ireland
1997,M,Robbie,10,160,Northern Ireland
1997,M,Tomas,10,160,Northern Ireland
1997,M,Conan,9,169,Northern Ireland
1997,M,Damien,9,169,Northern Ireland
1997,M,Emmet,9,169,Northern Ireland
1997,M,Eunan,9,169,Northern Ireland
1997,M,Gerald,9,169,Northern Ireland
1997,M,Hugh,9,169,Northern Ireland
1997,M,Jackson,9,169,Northern Ireland
1997,M,Keelan,9,169,Northern Ireland
1997,M,Noel,9,169,Northern Ireland
1997,M,Zak,9,169,Northern Ireland
1997,M,Alistair,8,179,Northern Ireland
1997,M,Bryan,8,179,Northern Ireland
1997,M,Caoimhin,8,179,Northern Ireland
1997,M,Christian,8,179,Northern Ireland
1997,M,Cillian,8,179,Northern Ireland
1997,M,Dara,8,179,Northern Ireland
1997,M,Dermot,8,179,Northern Ireland
1997,M,Diarmuid,8,179,Northern Ireland
1997,M,Fearghal,8,179,Northern Ireland
1997,M,Joe,8,179,Northern Ireland
1997,M,Killian,8,179,Northern Ireland
1997,M,Malachy,8,179,Northern Ireland
1997,M,Terence,8,179,Northern Ireland
1997,M,Caleb,7,192,Northern Ireland
1997,M,Caomhan,7,192,Northern Ireland
1997,M,Carter,7,192,Northern Ireland
1997,M,Danny,7,192,Northern Ireland
1997,M,Deaglan,7,192,Northern Ireland
1997,M,Enda,7,192,Northern Ireland
1997,M,Finbar,7,192,Northern Ireland
1997,M,Fintan,7,192,Northern Ireland
1997,M,Graham,7,192,Northern Ireland
1997,M,Grant,7,192,Northern Ireland
1997,M,Jordon,7,192,Northern Ireland
1997,M,Kealan,7,192,Northern Ireland
1997,M,Kenneth,7,192,Northern Ireland
1997,M,Lucas,7,192,Northern Ireland
1997,M,Tom,7,192,Northern Ireland
1997,M,Tony,7,192,Northern Ireland
1997,M,Tyrone,7,192,Northern Ireland
1997,M,Warren,7,192,Northern Ireland
1997,M,Bailey,6,210,Northern Ireland
1997,M,Cahir,6,210,Northern Ireland
1997,M,Christy,6,210,Northern Ireland
1997,M,Conchur,6,210,Northern Ireland
1997,M,Fergal,6,210,Northern Ireland
1997,M,Fionntan,6,210,Northern Ireland
1997,M,Isaac,6,210,Northern Ireland
1997,M,Jarlath,6,210,Northern Ireland
1997,M,Jon,6,210,Northern Ireland
1997,M,Kelvin,6,210,Northern Ireland
1997,M,Kristian,6,210,Northern Ireland
1997,M,Logan,6,210,Northern Ireland
1997,M,Max,6,210,Northern Ireland
1997,M,Peadar,6,210,Northern Ireland
1997,M,Pearce,6,210,Northern Ireland
1997,M,Phillip,6,210,Northern Ireland
1997,M,Travis,6,210,Northern Ireland
1997,M,Alastair,5,227,Northern Ireland
1997,M,Albert,5,227,Northern Ireland
1997,M,Anton,5,227,Northern Ireland
1997,M,Blaine,5,227,Northern Ireland
1997,M,Blake,5,227,Northern Ireland
1997,M,Callan,5,227,Northern Ireland
1997,M,Che,5,227,Northern Ireland
1997,M,Cory,5,227,Northern Ireland
1997,M,Fergus,5,227,Northern Ireland
1997,M,Gabriel,5,227,Northern Ireland
1997,M,Garrett,5,227,Northern Ireland
1997,M,Gregory,5,227,Northern Ireland
1997,M,Jude,5,227,Northern Ireland
1997,M,Kristopher,5,227,Northern Ireland
1997,M,Lloyd,5,227,Northern Ireland
1997,M,Mitchell,5,227,Northern Ireland
1997,M,Morgan,5,227,Northern Ireland
1997,M,Myles,5,227,Northern Ireland
1997,M,Piaras,5,227,Northern Ireland
1997,M,Robin,5,227,Northern Ireland
1997,M,Troy,5,227,Northern Ireland
1997,M,Angus,4,248,Northern Ireland
1997,M,Arron,4,248,Northern Ireland
1997,M,Brett,4,248,Northern Ireland
1997,M,Cahal,4,248,Northern Ireland
1997,M,Cal,4,248,Northern Ireland
1997,M,Colum,4,248,Northern Ireland
1997,M,Conrad,4,248,Northern Ireland
1997,M,Darrell,4,248,Northern Ireland
1997,M,Dennis,4,248,Northern Ireland
1997,M,Desmond,4,248,Northern Ireland
1997,M,Duncan,4,248,Northern Ireland
1997,M,Euan,4,248,Northern Ireland
1997,M,Eugene,4,248,Northern Ireland
1997,M,Jeffrey,4,248,Northern Ireland
1997,M,Kurt,4,248,Northern Ireland
1997,M,Manus,4,248,Northern Ireland
1997,M,Nathaniel,4,248,Northern Ireland
1997,M,Sean-Paul,4,248,Northern Ireland
1997,M,Tobias,4,248,Northern Ireland
1997,M,Trevor,4,248,Northern Ireland
1997,M,Vincent,4,248,Northern Ireland
1997,M,Wayne,4,248,Northern Ireland
1997,M,Zach,4,248,Northern Ireland
1997,M,Aedan,3,271,Northern Ireland
1997,M,Aiden,3,271,Northern Ireland
1997,M,Alister,3,271,Northern Ireland
1997,M,Antoin,3,271,Northern Ireland
1997,M,Arran,3,271,Northern Ireland
1997,M,Bailie,3,271,Northern Ireland
1997,M,Benn,3,271,Northern Ireland
1997,M,Bernard,3,271,Northern Ireland
1997,M,Breandan,3,271,Northern Ireland
1997,M,Cailum,3,271,Northern Ireland
1997,M,Caolain,3,271,Northern Ireland
1997,M,Chris,3,271,Northern Ireland
1997,M,Christie,3,271,Northern Ireland
1997,M,Cianan,3,271,Northern Ireland
1997,M,Clark,3,271,Northern Ireland
1997,M,Clifford,3,271,Northern Ireland
1997,M,Cody,3,271,Northern Ireland
1997,M,Conn,3,271,Northern Ireland
1997,M,Deane,3,271,Northern Ireland
1997,M,Domhnall,3,271,Northern Ireland
1997,M,Don,3,271,Northern Ireland
1997,M,Elliot,3,271,Northern Ireland
1997,M,Eric,3,271,Northern Ireland
1997,M,Feargal,3,271,Northern Ireland
1997,M,Finn,3,271,Northern Ireland
1997,M,Frazer,3,271,Northern Ireland
1997,M,Geoffrey,3,271,Northern Ireland
1997,M,Giles,3,271,Northern Ireland
1997,M,Gordon,3,271,Northern Ireland
1997,M,Hamish,3,271,Northern Ireland
1997,M,Harvey,3,271,Northern Ireland
1997,M,Hayden,3,271,Northern Ireland
1997,M,Iain,3,271,Northern Ireland
1997,M,Jaime,3,271,Northern Ireland
1997,M,Jared,3,271,Northern Ireland
1997,M,Jesse,3,271,Northern Ireland
1997,M,Johnny,3,271,Northern Ireland
1997,M,Kane,3,271,Northern Ireland
1997,M,Kirk,3,271,Northern Ireland
1997,M,Leo,3,271,Northern Ireland
1997,M,Lyndon,3,271,Northern Ireland
1997,M,Mairtin,3,271,Northern Ireland
1997,M,Malcolm,3,271,Northern Ireland
1997,M,Marco,3,271,Northern Ireland
1997,M,Mitchel,3,271,Northern Ireland
1997,M,Naoise,3,271,Northern Ireland
1997,M,Nigel,3,271,Northern Ireland
1997,M,Omar,3,271,Northern Ireland
1997,M,Padraic,3,271,Northern Ireland
1997,M,Pauric,3,271,Northern Ireland
1997,M,Rohan,3,271,Northern Ireland
1997,M,Rowan,3,271,Northern Ireland
1997,M,Roy,3,271,Northern Ireland
1997,M,Ruari,3,271,Northern Ireland
1997,M,Russell,3,271,Northern Ireland
1997,M,Saul,3,271,Northern Ireland
1997,M,Scot,3,271,Northern Ireland
1997,M,Toby,3,271,Northern Ireland
1997,M,Zac,3,271,Northern Ireland
1998,M,Matthew,429,1,Northern Ireland
1998,M,Ryan,346,2,Northern Ireland
1998,M,James,326,3,Northern Ireland
1998,M,Jack,292,4,Northern Ireland
1998,M,Conor,271,5,Northern Ireland
1998,M,Adam,251,6,Northern Ireland
1998,M,Jordan,251,6,Northern Ireland
1998,M,Michael,240,8,Northern Ireland
1998,M,David,232,9,Northern Ireland
1998,M,Christopher,215,10,Northern Ireland
1998,M,Andrew,211,11,Northern Ireland
1998,M,Daniel,204,12,Northern Ireland
1998,M,Aaron,203,13,Northern Ireland
1998,M,Thomas,198,14,Northern Ireland
1998,M,Joshua,181,15,Northern Ireland
1998,M,Sean,157,16,Northern Ireland
1998,M,Mark,151,17,Northern Ireland
1998,M,Nathan,149,18,Northern Ireland
1998,M,Dylan,148,19,Northern Ireland
1998,M,Jonathan,147,20,Northern Ireland
1998,M,Stephen,144,21,Northern Ireland
1998,M,Peter,138,22,Northern Ireland
1998,M,Jamie,136,23,Northern Ireland
1998,M,John,134,24,Northern Ireland
1998,M,Patrick,130,25,Northern Ireland
1998,M,Ciaran,119,26,Northern Ireland
1998,M,Niall,119,26,Northern Ireland
1998,M,Callum,105,28,Northern Ireland
1998,M,Caolan,104,29,Northern Ireland
1998,M,Kyle,102,30,Northern Ireland
1998,M,William,99,31,Northern Ireland
1998,M,Luke,98,32,Northern Ireland
1998,M,Cameron,97,33,Northern Ireland
1998,M,Samuel,96,34,Northern Ireland
1998,M,Connor,95,35,Northern Ireland
1998,M,Jason,94,36,Northern Ireland
1998,M,Eoin,93,37,Northern Ireland
1998,M,Paul,93,37,Northern Ireland
1998,M,Ben,86,39,Northern Ireland
1998,M,Scott,85,40,Northern Ireland
1998,M,Ross,84,41,Northern Ireland
1998,M,Robert,82,42,Northern Ireland
1998,M,Benjamin,81,43,Northern Ireland
1998,M,Ethan,78,44,Northern Ireland
1998,M,Shane,77,45,Northern Ireland
1998,M,Curtis,75,46,Northern Ireland
1998,M,Joseph,75,46,Northern Ireland
1998,M,Ronan,73,48,Northern Ireland
1998,M,Reece,71,49,Northern Ireland
1998,M,Lee,64,50,Northern Ireland
1998,M,Dean,60,51,Northern Ireland
1998,M,Alexander,59,52,Northern Ireland
1998,M,Jake,59,52,Northern Ireland
1998,M,Lewis,58,54,Northern Ireland
1998,M,Steven,58,54,Northern Ireland
1998,M,Darren,56,56,Northern Ireland
1998,M,Owen,56,56,Northern Ireland
1998,M,Declan,55,58,Northern Ireland
1998,M,Oisin,55,58,Northern Ireland
1998,M,Gareth,53,60,Northern Ireland
1998,M,Kevin,53,60,Northern Ireland
1998,M,Rory,53,60,Northern Ireland
1998,M,Ruairi,50,63,Northern Ireland
1998,M,Brandon,48,64,Northern Ireland
1998,M,Liam,47,65,Northern Ireland
1998,M,Martin,47,65,Northern Ireland
1998,M,Philip,46,67,Northern Ireland
1998,M,Bradley,44,68,Northern Ireland
1998,M,Harry,44,68,Northern Ireland
1998,M,Shea,44,68,Northern Ireland
1998,M,Tiarnan,43,71,Northern Ireland
1998,M,Oran,42,72,Northern Ireland
1998,M,Aidan,41,73,Northern Ireland
1998,M,Marc,41,73,Northern Ireland
1998,M,Corey,40,75,Northern Ireland
1998,M,Gerard,39,76,Northern Ireland
1998,M,Conall,38,77,Northern Ireland
1998,M,Cormac,38,77,Northern Ireland
1998,M,Craig,38,77,Northern Ireland
1998,M,Eoghan,38,77,Northern Ireland
1998,M,Jacob,38,77,Northern Ireland
1998,M,Odhran,38,77,Northern Ireland
1998,M,Gary,37,83,Northern Ireland
1998,M,Rhys,37,83,Northern Ireland
1998,M,Stuart,37,83,Northern Ireland
1998,M,Brendan,35,86,Northern Ireland
1998,M,Joel,33,87,Northern Ireland
1998,M,Anthony,31,88,Northern Ireland
1998,M,Richard,30,89,Northern Ireland
1998,M,Kieran,28,90,Northern Ireland
1998,M,Brian,27,91,Northern Ireland
1998,M,Sam,27,91,Northern Ireland
1998,M,Charles,26,93,Northern Ireland
1998,M,Darragh,26,93,Northern Ireland
1998,M,Eamon,26,93,Northern Ireland
1998,M,Tyler,26,93,Northern Ireland
1998,M,Josh,25,97,Northern Ireland
1998,M,Cathal,24,98,Northern Ireland
1998,M,Calvin,23,99,Northern Ireland
1998,M,George,23,99,Northern Ireland
1998,M,Neil,23,99,Northern Ireland
1998,M,Pearse,23,99,Northern Ireland
1998,M,Simon,23,99,Northern Ireland
1998,M,Calum,22,104,Northern Ireland
1998,M,Karl,22,104,Northern Ireland
1998,M,Marcus,22,104,Northern Ireland
1998,M,Micheal,22,104,Northern Ireland
1998,M,Morgan,22,104,Northern Ireland
1998,M,Taylor,21,109,Northern Ireland
1998,M,Timothy,21,109,Northern Ireland
1998,M,Dale,20,111,Northern Ireland
1998,M,Edward,20,111,Northern Ireland
1998,M,Gavin,20,111,Northern Ireland
1998,M,Justin,20,111,Northern Ireland
1998,M,Padraig,20,111,Northern Ireland
1998,M,Tiernan,19,116,Northern Ireland
1998,M,Alan,18,117,Northern Ireland
1998,M,Daire,18,117,Northern Ireland
1998,M,Donal,18,117,Northern Ireland
1998,M,Jay,18,117,Northern Ireland
1998,M,Nicholas,18,117,Northern Ireland
1998,M,Aodhan,17,122,Northern Ireland
1998,M,Dillon,17,122,Northern Ireland
1998,M,Pierce,17,122,Northern Ireland
1998,M,Caleb,16,125,Northern Ireland
1998,M,Conal,16,125,Northern Ireland
1998,M,Glenn,16,125,Northern Ireland
1998,M,Louis,16,125,Northern Ireland
1998,M,Stewart,16,125,Northern Ireland
1998,M,Barry,15,130,Northern Ireland
1998,M,Carl,15,130,Northern Ireland
1998,M,Colin,15,130,Northern Ireland
1998,M,Jude,15,130,Northern Ireland
1998,M,Keelan,15,130,Northern Ireland
1998,M,Lorcan,15,130,Northern Ireland
1998,M,Shaun,15,130,Northern Ireland
1998,M,Caoimhin,14,137,Northern Ireland
1998,M,Emmet,14,137,Northern Ireland
1998,M,Graham,14,137,Northern Ireland
1998,M,Hugh,14,137,Northern Ireland
1998,M,Oliver,14,137,Northern Ireland
1998,M,Rian,14,137,Northern Ireland
1998,M,Travis,14,137,Northern Ireland
1998,M,Christian,13,144,Northern Ireland
1998,M,Emmett,13,144,Northern Ireland
1998,M,Jonathon,13,144,Northern Ireland
1998,M,Shay,13,144,Northern Ireland
1998,M,Tom,13,144,Northern Ireland
1998,M,Tony,13,144,Northern Ireland
1998,M,Bailey,12,150,Northern Ireland
1998,M,Charlie,12,150,Northern Ireland
1998,M,Conan,12,150,Northern Ireland
1998,M,Dermot,12,150,Northern Ireland
1998,M,Eamonn,12,150,Northern Ireland
1998,M,Ewan,12,150,Northern Ireland
1998,M,Kurtis,12,150,Northern Ireland
1998,M,Stefan,12,150,Northern Ireland
1998,M,Carter,11,158,Northern Ireland
1998,M,Fintan,11,158,Northern Ireland
1998,M,Henry,11,158,Northern Ireland
1998,M,Raymond,11,158,Northern Ireland
1998,M,Seamus,11,158,Northern Ireland
1998,M,Alex,10,163,Northern Ireland
1998,M,Bernard,10,163,Northern Ireland
1998,M,Dara,10,163,Northern Ireland
1998,M,Daryl,10,163,Northern Ireland
1998,M,Fergal,10,163,Northern Ireland
1998,M,Glen,10,163,Northern Ireland
1998,M,Max,10,163,Northern Ireland
1998,M,Robbie,10,163,Northern Ireland
1998,M,Tyrone,10,163,Northern Ireland
1998,M,Cahir,9,172,Northern Ireland
1998,M,Cillian,9,172,Northern Ireland
1998,M,Colm,9,172,Northern Ireland
1998,M,Darryl,9,172,Northern Ireland
1998,M,Dominic,9,172,Northern Ireland
1998,M,Francis,9,172,Northern Ireland
1998,M,Leon,9,172,Northern Ireland
1998,M,Robin,9,172,Northern Ireland
1998,M,Tristan,9,172,Northern Ireland
1998,M,Zachary,9,172,Northern Ireland
1998,M,Alastair,8,182,Northern Ireland
1998,M,Ashley,8,182,Northern Ireland
1998,M,Bryan,8,182,Northern Ireland
1998,M,Cian,8,182,Northern Ireland
1998,M,Damien,8,182,Northern Ireland
1998,M,Euan,8,182,Northern Ireland
1998,M,Ian,8,182,Northern Ireland
1998,M,Reuben,8,182,Northern Ireland
1998,M,Blake,7,190,Northern Ireland
1998,M,Brad,7,190,Northern Ireland
1998,M,Brett,7,190,Northern Ireland
1998,M,Cain,7,190,Northern Ireland
1998,M,Corrie,7,190,Northern Ireland
1998,M,Diarmuid,7,190,Northern Ireland
1998,M,Eunan,7,190,Northern Ireland
1998,M,Evan,7,190,Northern Ireland
1998,M,Isaac,7,190,Northern Ireland
1998,M,Jackson,7,190,Northern Ireland
1998,M,Jordon,7,190,Northern Ireland
1998,M,Kane,7,190,Northern Ireland
1998,M,Kealan,7,190,Northern Ireland
1998,M,Leo,7,190,Northern Ireland
1998,M,Mathew,7,190,Northern Ireland
1998,M,Pearce,7,190,Northern Ireland
1998,M,Regan,7,190,Northern Ireland
1998,M,Allan,6,207,Northern Ireland
1998,M,Caomhan,6,207,Northern Ireland
1998,M,Cathair,6,207,Northern Ireland
1998,M,Danny,6,207,Northern Ireland
1998,M,Drew,6,207,Northern Ireland
1998,M,Eugene,6,207,Northern Ireland
1998,M,Fearghal,6,207,Northern Ireland
1998,M,Fionntan,6,207,Northern Ireland
1998,M,Johnathan,6,207,Northern Ireland
1998,M,Mitchell,6,207,Northern Ireland
1998,M,Noel,6,207,Northern Ireland
1998,M,Rowan,6,207,Northern Ireland
1998,M,Tomas,6,207,Northern Ireland
1998,M,Zak,6,207,Northern Ireland
1998,M,Adrian,5,221,Northern Ireland
1998,M,Alistair,5,221,Northern Ireland
1998,M,Angus,5,221,Northern Ireland
1998,M,Callan,5,221,Northern Ireland
1998,M,Caolin,5,221,Northern Ireland
1998,M,Damian,5,221,Northern Ireland
1998,M,Darrell,5,221,Northern Ireland
1998,M,Diarmaid,5,221,Northern Ireland
1998,M,Duncan,5,221,Northern Ireland
1998,M,Gerald,5,221,Northern Ireland
1998,M,Iain,5,221,Northern Ireland
1998,M,Jerome,5,221,Northern Ireland
1998,M,Joe,5,221,Northern Ireland
1998,M,Keith,5,221,Northern Ireland
1998,M,Kenneth,5,221,Northern Ireland
1998,M,Nathaniel,5,221,Northern Ireland
1998,M,Terence,5,221,Northern Ireland
1998,M,Troy,5,221,Northern Ireland
1998,M,Vincent,5,221,Northern Ireland
1998,M,Aran,4,240,Northern Ireland
1998,M,Billy,4,240,Northern Ireland
1998,M,Blain,4,240,Northern Ireland
1998,M,Blaine,4,240,Northern Ireland
1998,M,Breandan,4,240,Northern Ireland
1998,M,Brogan,4,240,Northern Ireland
1998,M,Conaill,4,240,Northern Ireland
1998,M,Conchur,4,240,Northern Ireland
1998,M,Conn,4,240,Northern Ireland
1998,M,Connell,4,240,Northern Ireland
1998,M,Cory,4,240,Northern Ireland
1998,M,Dane,4,240,Northern Ireland
1998,M,Feargal,4,240,Northern Ireland
1998,M,Fergus,4,240,Northern Ireland
1998,M,Finn,4,240,Northern Ireland
1998,M,Frazer,4,240,Northern Ireland
1998,M,Garth,4,240,Northern Ireland
1998,M,Grant,4,240,Northern Ireland
1998,M,Hamish,4,240,Northern Ireland
1998,M,Hayden,4,240,Northern Ireland
1998,M,Jarlath,4,240,Northern Ireland
1998,M,Johnny,4,240,Northern Ireland
1998,M,John-Paul,4,240,Northern Ireland
1998,M,Lachlan,4,240,Northern Ireland
1998,M,Logan,4,240,Northern Ireland
1998,M,Malachy,4,240,Northern Ireland
1998,M,Mason,4,240,Northern Ireland
1998,M,Phelim,4,240,Northern Ireland
1998,M,Piaras,4,240,Northern Ireland
1998,M,Turlough,4,240,Northern Ireland
1998,M,Wesley,4,240,Northern Ireland
1998,M,Zach,4,240,Northern Ireland
1998,M,Aiden,3,272,Northern Ireland
1998,M,Allister,3,272,Northern Ireland
1998,M,Anton,3,272,Northern Ireland
1998,M,Antony,3,272,Northern Ireland
1998,M,Aron,3,272,Northern Ireland
1998,M,Bobby,3,272,Northern Ireland
1998,M,Bruce,3,272,Northern Ireland
1998,M,Cailean,3,272,Northern Ireland
1998,M,Chris,3,272,Northern Ireland
1998,M,Clayton,3,272,Northern Ireland
1998,M,Cody,3,272,Northern Ireland
1998,M,Connaire,3,272,Northern Ireland
1998,M,Daragh,3,272,Northern Ireland
1998,M,Deaglan,3,272,Northern Ireland
1998,M,Deane,3,272,Northern Ireland
1998,M,Denis,3,272,Northern Ireland
1998,M,Denver,3,272,Northern Ireland
1998,M,Derek,3,272,Northern Ireland
1998,M,Devin,3,272,Northern Ireland
1998,M,Dion,3,272,Northern Ireland
1998,M,Donovan,3,272,Northern Ireland
1998,M,Dylon,3,272,Northern Ireland
1998,M,Elliot,3,272,Northern Ireland
1998,M,Frederick,3,272,Northern Ireland
1998,M,Gabriel,3,272,Northern Ireland
1998,M,Garbhan,3,272,Northern Ireland
1998,M,Garry,3,272,Northern Ireland
1998,M,Gearoid,3,272,Northern Ireland
1998,M,Glyn,3,272,Northern Ireland
1998,M,Jacques,3,272,Northern Ireland
1998,M,Jaimie,3,272,Northern Ireland
1998,M,Jody,3,272,Northern Ireland
1998,M,Jon,3,272,Northern Ireland
1998,M,Jordan-Lee,3,272,Northern Ireland
1998,M,Kai,3,272,Northern Ireland
1998,M,Kalem,3,272,Northern Ireland
1998,M,Kalvin,3,272,Northern Ireland
1998,M,Kieron,3,272,Northern Ireland
1998,M,Killian,3,272,Northern Ireland
1998,M,Kristian,3,272,Northern Ireland
1998,M,Kristopher,3,272,Northern Ireland
1998,M,Laurence,3,272,Northern Ireland
1998,M,Lloyd,3,272,Northern Ireland
1998,M,Lucas,3,272,Northern Ireland
1998,M,Macaulay,3,272,Northern Ireland
