year,sex,name,n,rank,nation
2005,M,Simon,9,192,Northern Ireland
2005,M,Kristian,9,192,Northern Ireland
2005,M,Oscar,9,192,Northern Ireland
2005,M,Anton,9,192,Northern Ireland
2005,M,Billy,9,192,Northern Ireland
2005,M,Fiachra,9,192,Northern Ireland
2005,M,Cathair,8,205,Northern Ireland
2005,M,Myles,8,205,Northern Ireland
2005,M,Killian,8,205,Northern Ireland
2005,M,Levi,8,205,Northern Ireland
2005,M,Neil,8,205,Northern Ireland
2005,M,Dominic,8,205,Northern Ireland
2005,M,Emmett,8,205,Northern Ireland
2005,M,Seth,8,205,Northern Ireland
2005,M,Archie,8,205,Northern Ireland
2005,M,Brooklyn,8,205,Northern Ireland
2005,M,Zac,8,205,Northern Ireland
2005,M,Ruari,8,205,Northern Ireland
2005,M,Troy,8,205,Northern Ireland
2005,M,Ashton,7,218,Northern Ireland
2005,M,Harley,7,218,Northern Ireland
2005,M,Senan,7,218,Northern Ireland
2005,M,Elliot,7,218,Northern Ireland
2005,M,Pearce,7,218,Northern Ireland
2005,M,Hugh,7,218,Northern Ireland
2005,M,Kealan,7,218,Northern Ireland
2005,M,Caomhan,7,218,Northern Ireland
2005,M,Emmet,7,218,Northern Ireland
2005,M,Jackson,7,218,Northern Ireland
2005,M,Will,7,218,Northern Ireland
2005,M,Angus,7,218,Northern Ireland
2005,M,Stefan,7,218,Northern Ireland
2005,M,Che,6,231,Northern Ireland
2005,M,Dale,6,231,Northern Ireland
2005,M,Conn,6,231,Northern Ireland
2005,M,Brogan,6,231,Northern Ireland
2005,M,Elliott,6,231,Northern Ireland
2005,M,Jonah,6,231,Northern Ireland
2005,M,Ruben,6,231,Northern Ireland
2005,M,Conleth,6,231,Northern Ireland
2005,M,Luis,6,231,Northern Ireland
2005,M,Malachy,6,231,Northern Ireland
2005,M,Warren,6,231,Northern Ireland
2005,M,Cain,6,231,Northern Ireland
2005,M,Hayden,6,231,Northern Ireland
2005,M,Kurtis,6,231,Northern Ireland
2005,M,Peadar,6,231,Northern Ireland
2005,M,Ty,6,231,Northern Ireland
2005,M,McKenzie,5,247,Northern Ireland
2005,M,Benedict,5,247,Northern Ireland
2005,M,Deaglan,5,247,Northern Ireland
2005,M,Pauric,5,247,Northern Ireland
2005,M,Tadhg,5,247,Northern Ireland
2005,M,Chris,5,247,Northern Ireland
2005,M,Malachi,5,247,Northern Ireland
2005,M,Aiden,5,247,Northern Ireland
2005,M,Elijah,5,247,Northern Ireland
2005,M,Raymond,5,247,Northern Ireland
2005,M,Vincent,5,247,Northern Ireland
2005,M,Davin,5,247,Northern Ireland
2005,M,Finley,5,247,Northern Ireland
2005,M,Joey,5,247,Northern Ireland
2005,M,Noel,5,247,Northern Ireland
2005,M,Tony,5,247,Northern Ireland
2005,M,Cathan,5,247,Northern Ireland
2005,M,Ian,5,247,Northern Ireland
2005,M,Cathaoir,4,265,Northern Ireland
2005,M,Fionntan,4,265,Northern Ireland
2005,M,Piaras,4,265,Northern Ireland
2005,M,Cahal,4,265,Northern Ireland
2005,M,Casey,4,265,Northern Ireland
2005,M,Connell,4,265,Northern Ireland
2005,M,Corin,4,265,Northern Ireland
2005,M,Junior,4,265,Northern Ireland
2005,M,Korey,4,265,Northern Ireland
2005,M,Lukas,4,265,Northern Ireland
2005,M,Rudi,4,265,Northern Ireland
2005,M,Bryan,4,265,Northern Ireland
2005,M,Daithi,4,265,Northern Ireland
2005,M,Freddie,4,265,Northern Ireland
2005,M,Kieron,4,265,Northern Ireland
2005,M,Riain,4,265,Northern Ireland
2005,M,Bernard,4,265,Northern Ireland
2005,M,Caiden,4,265,Northern Ireland
2005,M,Flynn,4,265,Northern Ireland
2005,M,Glenn,4,265,Northern Ireland
2005,M,Roy,4,265,Northern Ireland
2005,M,Keegan,4,265,Northern Ireland
2005,M,Lloyd,4,265,Northern Ireland
2005,M,Tommy,4,265,Northern Ireland
2005,M,Cal,4,265,Northern Ireland
2005,M,Jon,4,265,Northern Ireland
2005,M,Kaden,4,265,Northern Ireland
2005,M,Karol,4,265,Northern Ireland
2005,M,Theo,4,265,Northern Ireland
2005,M,Brady,4,265,Northern Ireland
2005,M,Jenson,4,265,Northern Ireland
2005,M,Jonathon,4,265,Northern Ireland
2005,M,Kane,4,265,Northern Ireland
2005,M,Manus,4,265,Northern Ireland
2005,M,Muhammad,4,265,Northern Ireland
2005,M,Colin,4,265,Northern Ireland
2005,M,Daryl,4,265,Northern Ireland
2005,M,Frazer,4,265,Northern Ireland
2005,M,Jai,4,265,Northern Ireland
2005,M,Keelin,4,265,Northern Ireland
2005,M,Lennox,4,265,Northern Ireland
2005,M,Sebastian,4,265,Northern Ireland
2005,M,Alan,3,307,Northern Ireland
2005,M,Brad,3,307,Northern Ireland
2005,M,Colum,3,307,Northern Ireland
2005,M,Desmond,3,307,Northern Ireland
2005,M,Drew,3,307,Northern Ireland
2005,M,Eoghain,3,307,Northern Ireland
2005,M,Gearoid,3,307,Northern Ireland
2005,M,Keenan,3,307,Northern Ireland
2005,M,Naoise,3,307,Northern Ireland
2005,M,Rylan,3,307,Northern Ireland
2005,M,Callan,3,307,Northern Ireland
2005,M,Jarlath,3,307,Northern Ireland
2005,M,Jim,3,307,Northern Ireland
2005,M,Louie,3,307,Northern Ireland
2005,M,Matt,3,307,Northern Ireland
2005,M,Orran,3,307,Northern Ireland
2005,M,Regan,3,307,Northern Ireland
2005,M,Roan,3,307,Northern Ireland
2005,M,Todd,3,307,Northern Ireland
2005,M,Antoin,3,307,Northern Ireland
2005,M,Campbell,3,307,Northern Ireland
2005,M,Conaire,3,307,Northern Ireland
2005,M,Eric,3,307,Northern Ireland
2005,M,Fabian,3,307,Northern Ireland
2005,M,Maurice,3,307,Northern Ireland
2005,M,Tylor,3,307,Northern Ireland
2005,M,Ultan,3,307,Northern Ireland
2005,M,Allister,3,307,Northern Ireland
2005,M,Bailie,3,307,Northern Ireland
2005,M,Jesse,3,307,Northern Ireland
2005,M,Rossa,3,307,Northern Ireland
2005,M,Sol,3,307,Northern Ireland
2005,M,Terence,3,307,Northern Ireland
2005,M,Adrian,3,307,Northern Ireland
2005,M,Andre,3,307,Northern Ireland
2005,M,Ashley,3,307,Northern Ireland
2005,M,Brody,3,307,Northern Ireland
2005,M,Caelan,3,307,Northern Ireland
2005,M,Charley,3,307,Northern Ireland
2005,M,Damien,3,307,Northern Ireland
2005,M,Dillan,3,307,Northern Ireland
2005,M,Fiontan,3,307,Northern Ireland
2005,M,Jamie-Lee,3,307,Northern Ireland
2005,M,Jan,3,307,Northern Ireland
2005,M,Luc,3,307,Northern Ireland
2005,M,Maxwell,3,307,Northern Ireland
2005,M,Mitchel,3,307,Northern Ireland
2005,M,Shayne,3,307,Northern Ireland
2005,M,Tobias,3,307,Northern Ireland
2005,M,Arthur,3,307,Northern Ireland
2005,M,Blaine,3,307,Northern Ireland
2005,M,Brandan,3,307,Northern Ireland
2005,M,Dan,3,307,Northern Ireland
2005,M,Denis,3,307,Northern Ireland
2005,M,Dermot,3,307,Northern Ireland
2005,M,Kelvin,3,307,Northern Ireland
2005,M,Mitchell,3,307,Northern Ireland
2005,M,Pierce,3,307,Northern Ireland
2005,M,Aedan,3,307,Northern Ireland
2005,M,Conrad,3,307,Northern Ireland
2005,M,Emmanuel,3,307,Northern Ireland
2005,M,Fergus,3,307,Northern Ireland
2005,M,Glen,3,307,Northern Ireland
2005,M,Keith,3,307,Northern Ireland
2005,M,Theodore,3,307,Northern Ireland
2005,M,Bryce,3,307,Northern Ireland
2005,M,Christy,3,307,Northern Ireland
2005,M,Clarke,3,307,Northern Ireland
2005,M,Cohen,3,307,Northern Ireland
2005,M,Denver,3,307,Northern Ireland
2005,M,Saul,3,307,Northern Ireland
2005,M,Torin,3,307,Northern Ireland
2005,M,Turlough,3,307,Northern Ireland
2006,M,Jack,312,1,Northern Ireland
2006,M,Matthew,280,2,Northern Ireland
2006,M,Ryan,269,3,Northern Ireland
2006,M,James,256,4,Northern Ireland
2006,M,Daniel,225,5,Northern Ireland
2006,M,Adam,216,6,Northern Ireland
2006,M,Joshua,207,7,Northern Ireland
2006,M,Callum,198,8,Northern Ireland
2006,M,Ben,192,9,Northern Ireland
2006,M,Ethan,184,10,Northern Ireland
2006,M,Jamie,170,11,Northern Ireland
2006,M,Conor,169,12,Northern Ireland
2006,M,Luke,165,13,Northern Ireland
2006,M,Thomas,165,13,Northern Ireland
2006,M,Dylan,164,15,Northern Ireland
2006,M,Sean,153,16,Northern Ireland
2006,M,Michael,137,17,Northern Ireland
2006,M,Aaron,131,18,Northern Ireland
2006,M,Jake,125,19,Northern Ireland
2006,M,Charlie,116,20,Northern Ireland
2006,M,Calum,115,21,Northern Ireland
2006,M,Harry,111,22,Northern Ireland
2006,M,Lewis,104,23,Northern Ireland
2006,M,Eoin,103,24,Northern Ireland
2006,M,Patrick,103,24,Northern Ireland
2006,M,Nathan,102,26,Northern Ireland
2006,M,Shea,99,27,Northern Ireland
2006,M,David,97,28,Northern Ireland
2006,M,Oisin,95,29,Northern Ireland
2006,M,Andrew,93,30,Northern Ireland
2006,M,John,93,30,Northern Ireland
2006,M,Joseph,93,30,Northern Ireland
2006,M,Benjamin,92,33,Northern Ireland
2006,M,William,92,33,Northern Ireland
2006,M,Rory,81,35,Northern Ireland
2006,M,Samuel,80,36,Northern Ireland
2006,M,Corey,78,37,Northern Ireland
2006,M,Reece,77,38,Northern Ireland
2006,M,Odhran,76,39,Northern Ireland
2006,M,Ronan,75,40,Northern Ireland
2006,M,Rhys,74,41,Northern Ireland
2006,M,Cameron,73,42,Northern Ireland
2006,M,Christopher,73,42,Northern Ireland
2006,M,Peter,72,44,Northern Ireland
2006,M,Sam,70,45,Northern Ireland
2006,M,Mark,69,46,Northern Ireland
2006,M,Noah,67,47,Northern Ireland
2006,M,Caolan,66,48,Northern Ireland
2006,M,Scott,64,49,Northern Ireland
2006,M,Darragh,62,50,Northern Ireland
2006,M,Jay,62,50,Northern Ireland
2006,M,Joel,62,50,Northern Ireland
2006,M,Oliver,60,53,Northern Ireland
2006,M,Kyle,58,54,Northern Ireland
2006,M,Owen,56,55,Northern Ireland
2006,M,Aidan,55,56,Northern Ireland
2006,M,Carter,55,56,Northern Ireland
2006,M,Tiernan,55,56,Northern Ireland
2006,M,Ciaran,54,59,Northern Ireland
2006,M,Jude,54,59,Northern Ireland
2006,M,Jacob,53,61,Northern Ireland
2006,M,Shane,53,61,Northern Ireland
2006,M,Cormac,52,63,Northern Ireland
2006,M,Jonathan,52,63,Northern Ireland
2006,M,Niall,52,63,Northern Ireland
2006,M,Alex,51,66,Northern Ireland
2006,M,Alexander,50,67,Northern Ireland
2006,M,Connor,50,67,Northern Ireland
2006,M,Liam,50,67,Northern Ireland
2006,M,Max,49,70,Northern Ireland
2006,M,Oran,45,71,Northern Ireland
2006,M,Paul,45,71,Northern Ireland
2006,M,Ruairi,44,73,Northern Ireland
2006,M,Robert,43,74,Northern Ireland
2006,M,Tyler,43,74,Northern Ireland
2006,M,Bradley,42,76,Northern Ireland
2006,M,Josh,42,76,Northern Ireland
2006,M,Caleb,40,78,Northern Ireland
2006,M,Harvey,40,78,Northern Ireland
2006,M,Lorcan,39,80,Northern Ireland
2006,M,Stephen,38,81,Northern Ireland
2006,M,Tom,38,81,Northern Ireland
2006,M,Lee,37,83,Northern Ireland
2006,M,Logan,37,83,Northern Ireland
2006,M,Eoghan,35,85,Northern Ireland
2006,M,Ross,35,85,Northern Ireland
2006,M,Finn,34,87,Northern Ireland
2006,M,Reuben,34,87,Northern Ireland
2006,M,Tiarnan,33,89,Northern Ireland
2006,M,Anthony,32,90,Northern Ireland
2006,M,Bailey,32,90,Northern Ireland
2006,M,Taylor,32,90,Northern Ireland
2006,M,Fionn,31,93,Northern Ireland
2006,M,Leo,31,93,Northern Ireland
2006,M,Aodhan,30,95,Northern Ireland
2006,M,Conall,30,95,Northern Ireland
2006,M,Brandon,29,97,Northern Ireland
2006,M,Jason,29,97,Northern Ireland
2006,M,Padraig,29,97,Northern Ireland
2006,M,Charles,28,100,Northern Ireland
2006,M,Daire,28,100,Northern Ireland
2006,M,Gerard,28,100,Northern Ireland
2006,M,Kevin,28,100,Northern Ireland
2006,M,Dara,27,104,Northern Ireland
2006,M,Isaac,27,104,Northern Ireland
2006,M,Caoimhin,26,106,Northern Ireland
2006,M,Curtis,26,106,Northern Ireland
2006,M,Euan,26,106,Northern Ireland
2006,M,Ewan,26,106,Northern Ireland
2006,M,Cillian,25,110,Northern Ireland
2006,M,Pearse,25,110,Northern Ireland
2006,M,Shay,25,110,Northern Ireland
2006,M,Declan,24,113,Northern Ireland
2006,M,Justin,24,113,Northern Ireland
2006,M,Lucas,24,113,Northern Ireland
2006,M,Steven,24,113,Northern Ireland
2006,M,Ashton,23,117,Northern Ireland
2006,M,Cian,23,117,Northern Ireland
2006,M,George,23,117,Northern Ireland
2006,M,Evan,22,120,Northern Ireland
2006,M,Louis,22,120,Northern Ireland
2006,M,Luca,22,120,Northern Ireland
2006,M,Robbie,22,120,Northern Ireland
2006,M,Alfie,21,124,Northern Ireland
2006,M,Blake,21,124,Northern Ireland
2006,M,Conan,21,124,Northern Ireland
2006,M,Dean,21,124,Northern Ireland
2006,M,Gareth,21,124,Northern Ireland
2006,M,Gavin,21,124,Northern Ireland
2006,M,Toby,21,124,Northern Ireland
2006,M,Cody,19,131,Northern Ireland
2006,M,Jordan,19,131,Northern Ireland
2006,M,Kian,19,131,Northern Ireland
2006,M,Leon,19,131,Northern Ireland
2006,M,Marcus,19,131,Northern Ireland
2006,M,Martin,19,131,Northern Ireland
2006,M,Cathal,18,137,Northern Ireland
2006,M,Christian,18,137,Northern Ireland
2006,M,Darren,18,137,Northern Ireland
2006,M,Edward,18,137,Northern Ireland
2006,M,Jonah,18,137,Northern Ireland
2006,M,Kai,18,137,Northern Ireland
2006,M,Tristan,18,137,Northern Ireland
2006,M,Conal,17,144,Northern Ireland
2006,M,Archie,16,145,Northern Ireland
2006,M,Brendan,16,145,Northern Ireland
2006,M,Cole,16,145,Northern Ireland
2006,M,Riley,16,145,Northern Ireland
2006,M,Zach,16,145,Northern Ireland
2006,M,Zachary,16,145,Northern Ireland
2006,M,Zak,16,145,Northern Ireland
2006,M,Bobby,15,152,Northern Ireland
2006,M,Donal,15,152,Northern Ireland
2006,M,Mason,15,152,Northern Ireland
2006,M,Micheal,15,152,Northern Ireland
2006,M,Philip,15,152,Northern Ireland
2006,M,Finlay,14,157,Northern Ireland
2006,M,Gary,14,157,Northern Ireland
2006,M,Jayden,14,157,Northern Ireland
2006,M,Kenzie,14,157,Northern Ireland
2006,M,Kieran,14,157,Northern Ireland
2006,M,Zack,14,157,Northern Ireland
2006,M,Dillon,13,163,Northern Ireland
2006,M,Fintan,13,163,Northern Ireland
2006,M,Seamus,13,163,Northern Ireland
2006,M,Shayne,13,163,Northern Ireland
2006,M,Barry,12,167,Northern Ireland
2006,M,Carson,12,167,Northern Ireland
2006,M,Craig,12,167,Northern Ireland
2006,M,Eamon,12,167,Northern Ireland
2006,M,Francis,12,167,Northern Ireland
2006,M,Harrison,12,167,Northern Ireland
2006,M,Henry,12,167,Northern Ireland
2006,M,Karl,12,167,Northern Ireland
2006,M,Keelan,12,167,Northern Ireland
2006,M,Kristian,12,167,Northern Ireland
2006,M,Preston,12,167,Northern Ireland
2006,M,Tomas,12,167,Northern Ireland
2006,M,Troy,12,167,Northern Ireland
2006,M,Brian,11,180,Northern Ireland
2006,M,Calvin,11,180,Northern Ireland
2006,M,Diarmuid,11,180,Northern Ireland
2006,M,Harley,11,180,Northern Ireland
2006,M,Marc,11,180,Northern Ireland
2006,M,Oscar,11,180,Northern Ireland
2006,M,Rian,11,180,Northern Ireland
2006,M,Richard,11,180,Northern Ireland
2006,M,Billy,10,188,Northern Ireland
2006,M,Brooklyn,10,188,Northern Ireland
2006,M,Danny,10,188,Northern Ireland
2006,M,Gabriel,10,188,Northern Ireland
2006,M,Jackson,10,188,Northern Ireland
2006,M,Joe,10,188,Northern Ireland
2006,M,Morgan,10,188,Northern Ireland
2006,M,Nathaniel,10,188,Northern Ireland
2006,M,Pierce,10,188,Northern Ireland
2006,M,Rio,10,188,Northern Ireland
2006,M,Timothy,10,188,Northern Ireland
2006,M,Alan,9,199,Northern Ireland
2006,M,Cahir,9,199,Northern Ireland
2006,M,Conn,9,199,Northern Ireland
2006,M,Cory,9,199,Northern Ireland
2006,M,Elijah,9,199,Northern Ireland
2006,M,Enda,9,199,Northern Ireland
2006,M,Killian,9,199,Northern Ireland
2006,M,Neil,9,199,Northern Ireland
2006,M,Adrian,8,207,Northern Ireland
2006,M,Casey,8,207,Northern Ireland
2006,M,Emmet,8,207,Northern Ireland
2006,M,Emmett,8,207,Northern Ireland
2006,M,Fiontan,8,207,Northern Ireland
2006,M,Hayden,8,207,Northern Ireland
2006,M,Kurtis,8,207,Northern Ireland
2006,M,Mackenzie,8,207,Northern Ireland
2006,M,Malachy,8,207,Northern Ireland
2006,M,Mckenzie,8,207,Northern Ireland
2006,M,Saul,8,207,Northern Ireland
2006,M,Senan,8,207,Northern Ireland
2006,M,Seth,8,207,Northern Ireland
2006,M,Stewart,8,207,Northern Ireland
2006,M,Stuart,8,207,Northern Ireland
2006,M,Travis,8,207,Northern Ireland
2006,M,Anton,7,223,Northern Ireland
2006,M,Bryn,7,223,Northern Ireland
2006,M,Caelan,7,223,Northern Ireland
2006,M,Cohen,7,223,Northern Ireland
2006,M,Colm,7,223,Northern Ireland
2006,M,Dominic,7,223,Northern Ireland
2006,M,Frank,7,223,Northern Ireland
2006,M,Glenn,7,223,Northern Ireland
2006,M,Lukas,7,223,Northern Ireland
2006,M,Nicholas,7,223,Northern Ireland
2006,M,Rossa,7,223,Northern Ireland
2006,M,Ruben,7,223,Northern Ireland
2006,M,Se,7,223,Northern Ireland
2006,M,Simon,7,223,Northern Ireland
2006,M,Tobias,7,223,Northern Ireland
2006,M,Carl,6,238,Northern Ireland
2006,M,Cathair,6,238,Northern Ireland
2006,M,Che,6,238,Northern Ireland
2006,M,Daithi,6,238,Northern Ireland
2006,M,Damian,6,238,Northern Ireland
2006,M,Daryl,6,238,Northern Ireland
2006,M,Dominik,6,238,Northern Ireland
2006,M,Elliot,6,238,Northern Ireland
2006,M,Freddie,6,238,Northern Ireland
2006,M,Hugh,6,238,Northern Ireland
2006,M,Kelan,6,238,Northern Ireland
2006,M,Luis,6,238,Northern Ireland
2006,M,Luka,6,238,Northern Ireland
2006,M,Patryk,6,238,Northern Ireland
2006,M,Pauric,6,238,Northern Ireland
2006,M,Rowan,6,238,Northern Ireland
2006,M,Shaun,6,238,Northern Ireland
2006,M,Tony,6,238,Northern Ireland
2006,M,Will,6,238,Northern Ireland
2006,M,Ajay,5,257,Northern Ireland
2006,M,Alec,5,257,Northern Ireland
2006,M,Brogan,5,257,Northern Ireland
2006,M,Cal,5,257,Northern Ireland
2006,M,Charley,5,257,Northern Ireland
2006,M,Colin,5,257,Northern Ireland
2006,M,Deaglan,5,257,Northern Ireland
2006,M,Eamonn,5,257,Northern Ireland
2006,M,Eli,5,257,Northern Ireland
2006,M,Eugene,5,257,Northern Ireland
2006,M,Felix,5,257,Northern Ireland
2006,M,Frankie,5,257,Northern Ireland
2006,M,Glen,5,257,Northern Ireland
2006,M,Jakub,5,257,Northern Ireland
2006,M,Jenson,5,257,Northern Ireland
2006,M,Johnny,5,257,Northern Ireland
2006,M,Kacper,5,257,Northern Ireland
2006,M,Laurence,5,257,Northern Ireland
2006,M,Lochlann,5,257,Northern Ireland
2006,M,Mitchell,5,257,Northern Ireland
2006,M,Piaras,5,257,Northern Ireland
2006,M,Robin,5,257,Northern Ireland
2006,M,Sonny,5,257,Northern Ireland
2006,M,Ty,5,257,Northern Ireland
2006,M,Vincent,5,257,Northern Ireland
2006,M,Aiden,4,282,Northern Ireland
2006,M,Angus,4,282,Northern Ireland
2006,M,Aodan,4,282,Northern Ireland
2006,M,Aron,4,282,Northern Ireland
2006,M,Bailie,4,282,Northern Ireland
2006,M,Benedict,4,282,Northern Ireland
2006,M,Bernard,4,282,Northern Ireland
2006,M,Brodie,4,282,Northern Ireland
2006,M,Caden,4,282,Northern Ireland
2006,M,Cahal,4,282,Northern Ireland
2006,M,Callan,4,282,Northern Ireland
2006,M,Caolin,4,282,Northern Ireland
2006,M,Caomhan,4,282,Northern Ireland
2006,M,Cathaoir,4,282,Northern Ireland
2006,M,Clarke,4,282,Northern Ireland
2006,M,Conrad,4,282,Northern Ireland
2006,M,Cooper,4,282,Northern Ireland
2006,M,Darach,4,282,Northern Ireland
2006,M,Daragh,4,282,Northern Ireland
2006,M,Darryl,4,282,Northern Ireland
2006,M,Dawson,4,282,Northern Ireland
2006,M,Devon,4,282,Northern Ireland
2006,M,Donncha,4,282,Northern Ireland
2006,M,Elliott,4,282,Northern Ireland
2006,M,Ellis,4,282,Northern Ireland
2006,M,Eunan,4,282,Northern Ireland
2006,M,Faolan,4,282,Northern Ireland
2006,M,Fergal,4,282,Northern Ireland
2006,M,Fergus,4,282,Northern Ireland
2006,M,Flynn,4,282,Northern Ireland
2006,M,Fraser,4,282,Northern Ireland
2006,M,Frazer,4,282,Northern Ireland
2006,M,Ian,4,282,Northern Ireland
2006,M,Jia,4,282,Northern Ireland
2006,M,Jimmy,4,282,Northern Ireland
2006,M,Johnathan,4,282,Northern Ireland
2006,M,Keith,4,282,Northern Ireland
2006,M,Kelvin,4,282,Northern Ireland
2006,M,Kiernan,4,282,Northern Ireland
2006,M,Levi,4,282,Northern Ireland
2006,M,Louie,4,282,Northern Ireland
2006,M,Mathew,4,282,Northern Ireland
2006,M,Matt,4,282,Northern Ireland
2006,M,Micah,4,282,Northern Ireland
2006,M,Mohammed,4,282,Northern Ireland
2006,M,Myles,4,282,Northern Ireland
2006,M,Naoise,4,282,Northern Ireland
2006,M,Noel,4,282,Northern Ireland
2006,M,Peadar,4,282,Northern Ireland
2006,M,Pearce,4,282,Northern Ireland
2006,M,Pol,4,282,Northern Ireland
2006,M,Roan,4,282,Northern Ireland
2006,M,Rohan,4,282,Northern Ireland
2006,M,Rudi,4,282,Northern Ireland
2006,M,Sebastian,4,282,Northern Ireland
2006,M,Stanley,4,282,Northern Ireland
2006,M,Theo,4,282,Northern Ireland
2006,M,Tighearnan,4,282,Northern Ireland
2006,M,Zac,4,282,Northern Ireland
2006,M,Alistair,3,341,Northern Ireland
2006,M,Ashley,3,341,Northern Ireland
2006,M,Austin,3,341,Northern Ireland
2006,M,Barra,3,341,Northern Ireland
2006,M,Blaine,3,341,Northern Ireland
2006,M,Brady,3,341,Northern Ireland
2006,M,Brody,3,341,Northern Ireland
2006,M,Bryan,3,341,Northern Ireland
2006,M,Byron,3,341,Northern Ireland
2006,M,Caiden,3,341,Northern Ireland
2006,M,Cailean,3,341,Northern Ireland
2006,M,Cain,3,341,Northern Ireland
2006,M,Cathan,3,341,Northern Ireland
2006,M,Cayden,3,341,Northern Ireland
2006,M,Ciarnan,3,341,Northern Ireland
2006,M,Codie,3,341,Northern Ireland
2006,M,Colby,3,341,Northern Ireland
2006,M,Conaire,3,341,Northern Ireland
2006,M,Cori,3,341,Northern Ireland
2006,M,Criostoir,3,341,Northern Ireland
2006,M,Damien,3,341,Northern Ireland
2006,M,Dominykas,3,341,Northern Ireland
2006,M,Donnchadh,3,341,Northern Ireland
2006,M,Drew,3,341,Northern Ireland
2006,M,Edmund,3,341,Northern Ireland
2006,M,Eoghain,3,341,Northern Ireland
2006,M,Eric,3,341,Northern Ireland
2006,M,Fiachra,3,341,Northern Ireland
2006,M,Finbar,3,341,Northern Ireland
2006,M,Finley,3,341,Northern Ireland
2006,M,Fionntan,3,341,Northern Ireland
2006,M,Fynn,3,341,Northern Ireland
2006,M,Gearoid,3,341,Northern Ireland
2006,M,Grant,3,341,Northern Ireland
2006,M,Ieuan,3,341,Northern Ireland
2006,M,Jak,3,341,Northern Ireland
2006,M,Jarlath,3,341,Northern Ireland
2006,M,Joey,3,341,Northern Ireland
2006,M,Johnnie,3,341,Northern Ireland
2006,M,Jose,3,341,Northern Ireland
2006,M,Kane,3,341,Northern Ireland
2006,M,Kris,3,341,Northern Ireland
2006,M,Leighton,3,341,Northern Ireland
2006,M,Lennon,3,341,Northern Ireland
2006,M,Lincoln,3,341,Northern Ireland
2006,M,Manus,3,341,Northern Ireland
2006,M,Matas,3,341,Northern Ireland
2006,M,Mateusz,3,341,Northern Ireland
2006,M,Muhammad,3,341,Northern Ireland
2006,M,Nikita,3,341,Northern Ireland
2006,M,Omar,3,341,Northern Ireland
2006,M,Ordhan,3,341,Northern Ireland
2006,M,Padhraic,3,341,Northern Ireland
2006,M,Pascal,3,341,Northern Ireland
2006,M,Piotr,3,341,Northern Ireland
2006,M,Quinn,3,341,Northern Ireland
2006,M,Ralph,3,341,Northern Ireland
2006,M,Raymond,3,341,Northern Ireland
2006,M,Reese,3,341,Northern Ireland
2006,M,Reilly,3,341,Northern Ireland
2006,M,Riain,3,341,Northern Ireland
2006,M,Ronin,3,341,Northern Ireland
2006,M,Sean-Paul,3,341,Northern Ireland
2006,M,Spencer,3,341,Northern Ireland
2006,M,Tadhg,3,341,Northern Ireland
2006,M,Terence,3,341,Northern Ireland
2006,M,Terry,3,341,Northern Ireland
2006,M,Ultan,3,341,Northern Ireland
2006,M,Wiktor,3,341,Northern Ireland
2006,M,Zachariah,3,341,Northern Ireland
2007,M,Jack,311,1,Northern Ireland
2007,M,James,280,2,Northern Ireland
2007,M,Matthew,268,3,Northern Ireland
2007,M,Daniel,259,4,Northern Ireland
2007,M,Ryan,255,5,Northern Ireland
2007,M,Adam,194,6,Northern Ireland
2007,M,Joshua,185,7,Northern Ireland
2007,M,Thomas,185,7,Northern Ireland
2007,M,Dylan,178,9,Northern Ireland
2007,M,Ben,171,10,Northern Ireland
2007,M,Ethan,170,11,Northern Ireland
2007,M,Conor,167,12,Northern Ireland
2007,M,Charlie,149,13,Northern Ireland
2007,M,Aaron,148,14,Northern Ireland
2007,M,Callum,146,15,Northern Ireland
2007,M,Jamie,146,15,Northern Ireland
2007,M,Sean,142,17,Northern Ireland
2007,M,Michael,141,18,Northern Ireland
2007,M,Harry,139,19,Northern Ireland
2007,M,Luke,139,19,Northern Ireland
2007,M,Lewis,116,21,Northern Ireland
2007,M,Jake,114,22,Northern Ireland
2007,M,Oisin,114,22,Northern Ireland
2007,M,Nathan,108,24,Northern Ireland
2007,M,Shea,105,25,Northern Ireland
2007,M,Samuel,102,26,Northern Ireland
2007,M,Joseph,101,27,Northern Ireland
2007,M,Oliver,96,28,Northern Ireland
2007,M,David,93,29,Northern Ireland
2007,M,Eoin,90,30,Northern Ireland
2007,M,Patrick,90,30,Northern Ireland
2007,M,William,89,32,Northern Ireland
2007,M,Andrew,86,33,Northern Ireland
2007,M,John,86,33,Northern Ireland
2007,M,Darragh,85,35,Northern Ireland
2007,M,Kyle,81,36,Northern Ireland
2007,M,Corey,80,37,Northern Ireland
2007,M,Jay,77,38,Northern Ireland
2007,M,Ronan,77,38,Northern Ireland
2007,M,Alexander,75,40,Northern Ireland
2007,M,Reece,73,41,Northern Ireland
2007,M,Cameron,72,42,Northern Ireland
2007,M,Robert,72,42,Northern Ireland
2007,M,Odhran,71,44,Northern Ireland
2007,M,Calum,69,45,Northern Ireland
2007,M,Rhys,69,45,Northern Ireland
2007,M,Alex,68,47,Northern Ireland
2007,M,Mark,67,48,Northern Ireland
2007,M,Rory,67,48,Northern Ireland
2007,M,Caolan,64,50,Northern Ireland
2007,M,Jude,64,50,Northern Ireland
2007,M,Joel,63,52,Northern Ireland
2007,M,Ciaran,62,53,Northern Ireland
2007,M,Noah,62,53,Northern Ireland
